Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,"Fremstilling og bearbejdning af andet glas, herunder teknisk glas",Fremstilling af andre keramiske produkter,"Fremstilling af flasker, drikkeglas mv.",Fremstilling af keramiske husholdningsartikler og pyntegenstande,Fremstilling af byggematerialer af beton,Fremstilling af cement,Fremstilling af færdigblandet beton,Fremstilling af glasfiber,Fremstilling af keramiske teglsten og gulvfliser,"Fremstilling af andre produkter af beton, cement og gips",Fremstilling af asfalt og tagpap,"Fremstilling af mursten, teglsten og byggematerialer af brændt ler",Fremstilling af byggematerialer af gips,Fremstilling af keramiske isolatorer og isoleringsdele,Formning og forarbejdning af planglas,Fremstilling af ildfaste produkter,"Fremstilling af andre ikke-metalholdige mineralske produkter, bortset fra asfalt og tagpap",Fremstilling af keramiske sanitetsartikler,Fremstilling af kalk og gips,"Tilhugning, tilskæring og færdigbearbejdning af sten",Fremstilling af mørtel,Fremstilling af planglas,Fremstilling af slibemidler,Fremstilling af andre keramiske produkter til teknisk brug,Fremstilling af fibercement
BAGGESEN BEGRAVELSESFORRETNING & STENHUGGERI ApS,"Frederikshavnsvej 58, 9800 Hjørring",Hjørring,02.09.2008,9.0,Mikro,Anpartsselskab,30522613,125.0,4205000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GUNDSØ GRUS OG STEN ApS,"Holmevej 41, 3670 Veksø Sjælland",Egedal,26.01.1977,Ikke oplyst,Ikke oplyst,Anpartsselskab,81850828,400.0,257000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANTEAM GAZELLE FIBERBETON ApS,"Frøbjergvej 52, 5560 Aarup",Assens,20.09.1975,Ikke oplyst,Ikke oplyst,Anpartsselskab,56059016,125.0,-19000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DUO LINE ApS,"Vadehavsvej 1, 6852 Billum",Varde,26.07.1999,14.0,Lille,Anpartsselskab,21837571,181.0,7965000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leine ApS,"Skovholmslundvej 2, 4690 Haslev",Faxe,31.01.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43042343,40.0,23000.0,DKK,2023.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STONECARE A/S,"Strandvejen 13, 4600 Køge",Køge,06.07.1971,Ikke oplyst,Ikke oplyst,Aktieselskab,37206318,500.0,212000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CRH CONCRETE A/S,"Vestergade 25, 4130 Viby Sjælland",Roskilde,01.01.1999,1175.0,Stor,Aktieselskab,21474878,76.0,312755000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEMVIG TRÆLASTHANDEL. BRDR. SKOU A/S,"Østerbrogade 6, 7620 Lemvig",Lemvig,29.04.1974,5.0,Mikro,Aktieselskab,47907519,600.0,1213000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FlowerRen ApS,"Lagesminde Allé 22, 2660 Brøndby Strand",Brøndby,29.04.2022,2.0,Mikro,Anpartsselskab,43226460,40.0,402000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ermax A/S,"Vranderupvej 2, 6000 Kolding",Kolding,01.07.1991,23.0,Lille,Aktieselskab,15277335,5.0,24417000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NovaClay A/S,"Vestergade 25, 4130 Viby Sjælland",Roskilde,27.06.2022,17.0,Lille,Aktieselskab,43355872,400.0,-174000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brianka Design ApS,"Rørhønevej 1, 2970 Hørsholm",Hørsholm,13.01.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42032492,40.0,,nan,2023.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GuldbergThiim ApS,"Nørretanderupvej 19 A, 7400 Herning",Herning,10.09.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42679984,40.0,36000.0,DKK,2023.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KERATON ApS,"Østervej 2, 4960 Holeby",Lolland,25.06.2007,1.0,Mikro,Anpartsselskab,30732243,125.0,2463000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.C. Jensen Window A/S,"Løvholmen 13, 5700 Svendborg",Svendborg,23.11.2016,Ikke oplyst,Ikke oplyst,Aktieselskab,38207970,500.0,-1831000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gammelgård glas, sæbe og kunst ApS","Abbetvedvej 2 B, 4000 Roskilde",Roskilde,24.08.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43468170,316.0,-7000.0,DKK,2023.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heidelberg Materials Cement Danmark A/S,"Fredensvej 40, 4100 Ringsted",Ringsted,29.11.2005,3.0,Mikro,Aktieselskab,29189072,6.0,7122000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHT AF 23.06.2011 A/S,"Mørupvej 15, 7400 Herning",Herning,12.08.2011,55.0,Mellemstor,Aktieselskab,33869487,500.0,22759000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIRKERØD POTTEMAGERI ApS,"Tornevangsvej 86, 3460 Birkerød",Rudersdal,16.06.1980,2.0,Mikro,Anpartsselskab,61673717,125.0,763000.0,DKK,2024.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hammerglass Denmark ApS,"Ormhøjgårdvej 27, 8700 Horsens",Horsens,28.03.2018,1.0,Mikro,Anpartsselskab,39469766,50.0,670000.0,DKK,2024.0,0,0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TheClayPlay ApS,"Agtoftsvej 7 C, 6400 Sønderborg",Sønderborg,12.01.2023,5.0,Mikro,Anpartsselskab,43771841,57.0,1828000.0,DKK,2023.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS Epoxy & Microcement ApS,"Vinkelvej 36, 7840 Højslev",Skive,12.09.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42681075,40.0,-18000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIVE ELEMENTFABRIK A/S,"Hjortsvangen 19, 7323 Give",Vejle,13.11.1987,172.0,Mellemstor,Aktieselskab,11572707,500.0,36577000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STENHUGGER FREDE KRIEGBAUM ApS,"Dronningborg Boulevard 1, 8930 Randers NØ",Randers,28.06.2002,Ikke oplyst,Ikke oplyst,Anpartsselskab,26672503,125.0,-26000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KOTA A/S,"Håndværkervænget 11, 7620 Lemvig",Lemvig,14.06.2006,5.0,Mikro,Aktieselskab,29617120,500.0,2029000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLYSAN A/S,"Industrivej 17, 5672 Broby",Faaborg-Midtfyn,30.09.1975,20.0,Lille,Aktieselskab,27412319,3.6,8554000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MM COMPOSITE A/S,"Industrivænget 2 B, 5580 Nørre Aaby",Middelfart,05.01.2011,24.0,Lille,Aktieselskab,33381719,500.0,27369000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FG&N ApS,"Kulsviervej 5, 3400 Hillerød",Hillerød,16.01.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,35640991,500.0,-230000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Magmose A/S,"Brøndagervej 10, 4736 Karrebæksminde",Næstved,18.02.2011,Ikke oplyst,Ikke oplyst,Aktieselskab,33508107,500.0,-373000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kulki ApS,"Århus Plads 2 st th, 2100 København Ø",København,14.01.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,42977438,40.0,20000.0,DKK,2023.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FÅRUP BETONINDUSTRI A/S,"Kærvej 1, 8990 Fårup",Randers,02.10.1992,75.0,Mellemstor,Aktieselskab,16504149,1.0,39604000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BANO DANMARK A/S,"Møllehaven 8, 4040 Jyllinge",Roskilde,19.05.2010,2.0,Mikro,Aktieselskab,32939503,500.0,871000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glassline Nordic ApS,"Rådhusvej 6 C, 4640 Faxe",Faxe,23.08.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43460633,40.0,1934000.0,DKK,2023.0,0,0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B4C ApS,"Nordre Fasanvej 215, 2000 Frederiksberg",Frederiksberg,08.02.2022,1.0,Mikro,Anpartsselskab,43050958,40.0,1798000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Kabton Build ApS,"Industrivej 21, 6740 Bramming",Esbjerg,30.08.2022,24.0,Lille,Anpartsselskab,43477773,40.0,5322000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Selskabet af 2. januar 2025 A/S,"Gl. Skivevej 70, 8800 Viborg",Viborg,26.07.2018,Ikke oplyst,Ikke oplyst,Aktieselskab,39770342,400.0,1499000.0,DKK,2023.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUMA A/S,"Industriparken 12, 7321 Gadbjerg",Vejle,05.06.1997,26.0,Lille,Aktieselskab,20257377,3.7,21878000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KORSKRO GRANIT- & NATURSTEN ApS,"Grimstrupvej 137, 6705 Esbjerg Ø",Esbjerg,11.03.2010,5.0,Mikro,Anpartsselskab,32785883,50.0,1040000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FISKARS DENMARK A/S,"Dirch Passers Allé 76 1, 2000 Frederiksberg",Frederiksberg,23.04.2002,305.0,Stor,Aktieselskab,26573572,21.0,533000000.0,DKK,2023.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RM BORE & SKÆRE TEKNIQ ApS,"Baldersvej 14, 4300 Holbæk",Holbæk,26.05.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,44081040,40.0,-4000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Atelier i lejet aps,"Hovedgaden 61, 3220 Tisvildeleje",Gribskov,08.08.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43435361,40.0,13000.0,DKK,2024.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRDR. LAURSENS EFTF.. STENHUGGERI A/S,"Glentevej 53, 2400 København NV",København,15.10.1951,4.0,Mikro,Aktieselskab,59656910,500.0,3872000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SUPPLY CHAIN TURNAROUND Aps,"Fortgård Alle 56, 2770 Kastrup",Tårnby,26.08.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40746110,50.0,-2000.0,DKK,2023.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fast Wilms ApS,"Engen 19, 3250 Gilleleje",Gribskov,27.01.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42082910,40.0,,nan,2023.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Concrete Living Trade ApS,"Skodsborgvej 130 A, 2840 Holte",Rudersdal,04.01.2012,1.0,Mikro,Anpartsselskab,34203326,80.0,-14000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akua Objects ApS,"Gothersgade 8 B 1, 1123 København K",København,04.03.2022,4.0,Mikro,Anpartsselskab,43104942,40.0,118000.0,DKK,2023.0,0,0,23,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naturstens Produktion ApS,"Kulsviervej 14 A, 3400 Hillerød",Hillerød,28.07.2021,5.0,Mikro,Anpartsselskab,42576166,40.0,2339000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Kaisens ApS,"Uplandsgade 26 1 tv, 2300 København S",København,26.09.2018,1.0,Mikro,Anpartsselskab,39891417,50.0,49000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NISS SØRENSEN & SØN A/S,"Drosselvej 9, 7860 Spøttrup",Skive,01.04.1969,10.0,Lille,Aktieselskab,26244110,500.0,5880000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Top Products A/S,"Håndværkervej 25 A, 4160 Herlufmagle",Næstved,01.06.2004,5.0,Mikro,Aktieselskab,27774938,938.0,1236000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI-CON ApS,"Hjallerup Erhvervspark 1, 9320 Hjallerup",Brønderslev-Dronninglund,04.05.2001,47.0,Lille,Anpartsselskab,26020387,5.111,44864000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unelco ApS,"Trundholmvejen 4, 4573 Højby",Odsherred,24.04.2015,1.0,Mikro,Anpartsselskab,36724404,50.0,5000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NS Give Elementer A/S,"Mågevej 1, 8766 Nørre Snede",Ikast-Brande,26.06.2018,45.0,Lille,Aktieselskab,39672987,500.0,19971000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kolding Stenhuggeri og Gravsten ApS,"Industrivej 3, 6000 Kolding",Kolding,21.09.2015,6.0,Mikro,Anpartsselskab,37100307,50.0,1364000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FAXE KALK A/S,"Hovedgaden 13 A, 4654 Faxe Ladeplads",Faxe,31.05.1998,72.0,Mellemstor,Aktieselskab,20882182,25.0,91722000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Danske Teglbjælker ApS,"Risbøge 54, 6640 Lunderskov",Kolding,02.02.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,38392794,40.0,15000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUNARC TECHNOLOGY A/S,"Industrivej 44, 4683 Rønnede",Faxe,20.06.2000,1.0,Mikro,Aktieselskab,25463749,1.688,3818000.0,DKK,2023.0,0,0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HØJGAARD INDUSTRI A/S,"Smakkedalen 4 1, 2820 Gentofte",Gentofte,24.05.1983,31.0,Lille,Aktieselskab,72212118,2.0,9692000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HATTING TERMOGLAS ApS,"Grønlandsvej 11 S, 8700 Horsens",Horsens,25.11.1986,1.0,Mikro,Anpartsselskab,10490375,200.0,634000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julie Bonde Studio ApS,"Attemosevej 93 th, 2840 Holte",Rudersdal,18.08.2014,1.0,Mikro,Anpartsselskab,36067225,40.0,-16000.0,DKK,2023.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KERAMAX A/S,"Højvangsvej 31, 4340 Tølløse",Holbæk,30.04.1982,1.0,Mikro,Aktieselskab,68391628,500.0,366000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Ranch 3000 ApS,"Ømosevej 22, 3000 Helsingør",Helsingør,01.09.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40753788,40.0,58000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PETERSEN TEGL A/S,"Nybølnorvej 14, 6310 Broager",Sønderborg,16.02.1971,153.0,Mellemstor,Aktieselskab,28672012,5.0,141001000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ShadowWindows ApS,"Astrup Skovvej 14, 8370 Hadsten",Favrskov,30.06.2017,3.0,Mikro,Anpartsselskab,38759736,50.0,1607000.0,DKK,2024.0,0,0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTRUP CEMENTSTØBERI A/S,"Lysholt Alle 4, 7430 Ikast",Ikast-Brande,01.01.1990,9.0,Mikro,Aktieselskab,13835799,660.0,2903000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
