Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,"Fremstilling af plader, ark, rør og slanger samt profiler af plast",Fremstilling af plastemballage,Fremstilling af andre plastprodukter,Fremstilling og vulkanisering af gummidæk og fremstilling af gummislanger,Forarbejdning og færdigbehandling af plastprodukter,Fremstilling af døre og vinduer af plast,Fremstilling af andre gummiprodukter,Fremstilling af bygningsartikler af plast
PRENT DENMARK ApS,"Rørvangsvej 37, 4300 Holbæk",Holbæk,08.05.2008,85.0,Mellemstor,Anpartsselskab,31423422,10.0,61134000.0,DKK,2024.0,1,0,22,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GRAVLUND INDUSTRIGUMMI A/S,"Industriparken 10-14, 2750 Ballerup",Ballerup,17.06.2008,18.0,Lille,Aktieselskab,31491436,500.0,12103000.0,DKK,2023.0,0,0,22,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
JUBO ApS,"Ølsvej 35, 9500 Hobro",Mariagerfjord,01.05.2010,Ikke oplyst,Ikke oplyst,Anpartsselskab,32891837,80.0,48000.0,DKK,2023.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DUTEC PLAST A/S,"P.O. Pedersens Vej 25, 8200 Aarhus N",Århus,28.06.1996,12.0,Lille,Aktieselskab,19587738,500.0,5685000.0,DKK,2023.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
INDUFLEX A/S,"Hagensvej 25, 9530 Støvring",Rebild,01.02.1989,48.0,Lille,Aktieselskab,12828195,500.0,26298000.0,DKK,2024.0,1,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KK2024 ApS,"Baunedammen 21, 2605 Brøndby",Brøndby,12.01.1985,1.0,Mikro,Anpartsselskab,76183015,500.0,166000.0,DKK,2024.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Venti-Flex ApS,"Telefonvej 6, 2860 Søborg",Gladsaxe,24.01.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43006738,40.0,-11000.0,DKK,2023.0,0,0,22,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
danPlast ApS,"Springstrup 7, 4300 Holbæk",Holbæk,12.04.2012,14.0,Lille,Anpartsselskab,34474346,160.0,3106000.0,DKK,2023.0,0,0,22,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SolidPlast ApS,"Lergårdvej 5, 6040 Egtved",Vejle,05.10.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42732303,150.0,17000.0,DKK,2023.0,0,0,22,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KH ONESTOP A/S,"Hermesvej 13, 6330 Padborg",Aabenraa,07.04.1985,185.0,Mellemstor,Aktieselskab,84872210,5.1,109631000.0,DKK,2024.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Evopipes Radius ApS,"Lyngborgvej 10, 2770 Kastrup",Tårnby,29.05.2017,3.0,Mikro,Anpartsselskab,38681206,50.0,1695000.0,DKK,2023.0,0,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FormoPlast ApS,"Egedevej 173, 4690 Haslev",Faxe,16.12.2013,Ikke oplyst,Ikke oplyst,Anpartsselskab,25589599,93.0,-21000.0,DKK,2023.0,0,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STÅL & PLAST A/S,"Industrivej 19, 5750 Ringe",Faaborg-Midtfyn,01.12.1987,17.0,Lille,Aktieselskab,11760074,510.0,20458000.0,DKK,2024.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SCANDINAVIAN PLAST DESIGN ApS,"Ydunsvej 2, 4200 Slagelse",Slagelse,01.12.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,36456809,50.0,-56000.0,DKK,2023.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cirqle R&D ApS,"Ewaldsgade 3 2, 2200 København N",København,07.10.2020,1.0,Mikro,Anpartsselskab,41742836,91.0,-137000.0,DKK,2023.0,0,0,22,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CARPENTER ApS,"Michael Drewsens Vej 9-11, 8270 Højbjerg",Århus,28.06.1967,114.0,Mellemstor,Anpartsselskab,45941728,48.0,77207000.0,DKK,2023.0,0,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robinson Packaging Danmark A/S,"Erhvervsvej 2, 6650 Brørup",Vejen,27.06.1974,65.0,Mellemstor,Aktieselskab,49663218,1.5,12284000.0,DKK,2023.0,1,1,22,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Port-Safety ApS,"Penselstrøget 24, 4000 Roskilde",Roskilde,06.01.2017,6.0,Mikro,Anpartsselskab,38312189,258.0,2508000.0,DKK,2023.0,0,0,22,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Golan Pipe Systems A/S,"Lollandsvej 16, 5500 Middelfart",Middelfart,30.06.1999,33.0,Lille,Aktieselskab,21829641,400.0,22244000.0,DKK,2024.0,0,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Combitherm A/S,"Industrivej 6, 8653 Them",Silkeborg,28.06.1979,30.0,Lille,Aktieselskab,87130428,500.0,23340000.0,DKK,2024.0,1,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Plazzo ApS,"Nydamsvej 1, 8362 Hørning",Skanderborg,09.04.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42288918,40.0,-26000.0,DKK,2023.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
VINK PLAST ApS,"Kristrup Engvej 9-11, 8960 Randers SØ",Randers,01.11.1988,178.0,Mellemstor,Anpartsselskab,12559976,11.0,137976000.0,DKK,2023.0,1,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INVEST TEAM HOLDING B.. ANPARTSSELSKAB,"Doktorvænget 1, 2960 Rungsted Kyst",Hørsholm,13.04.1987,Ikke oplyst,Ikke oplyst,Anpartsselskab,10731135,200.0,,nan,2024.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Star Products of Denmark ApS,"Løgten Østervej 114, 8541 Skødstrup",Århus,30.09.1991,Ikke oplyst,Ikke oplyst,Anpartsselskab,15609346,40.0,307000.0,DKK,2024.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BORRING PLAST A/S,"Vædegårdsvej 8, 5690 Tommerup",Assens,01.06.1987,22.0,Lille,Aktieselskab,10829844,1.0,24496000.0,DKK,2024.0,1,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
EURO PLAST A/S,"Bødkervej 1, 4300 Holbæk",Holbæk,29.11.1984,14.0,Lille,Aktieselskab,76448213,1.0,2845000.0,DKK,2024.0,0,0,22,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Polypor ApS,"Filskovvej 40, 7200 Grindsted",Billund,28.03.2007,5.0,Mikro,Anpartsselskab,30498356,200.0,729000.0,DKK,2024.0,0,0,22,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EJNAR CHRISTIANSEN SØLSTED A/S,"Ribelandevej 84, 6270 Tønder",Tønder,25.06.1976,63.0,Mellemstor,Aktieselskab,58298719,500.0,31968000.0,DKK,2023.0,0,0,22,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BOATECH ApS,"Industrihøjen 2, 7730 Hanstholm",Thisted,27.06.1984,18.0,Lille,Anpartsselskab,75122314,125.0,11201000.0,DKK,2024.0,0,0,22,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SIGN SERVICE A/S,"Overholmvej 10, 8722 Hedensted",Hedensted,01.05.1991,25.0,Lille,Aktieselskab,15149183,1.9,10645000.0,DKK,2023.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GRAVENHORST PLAST A/S,"Sandbyvej 57, 4171 Glumsø",Næstved,25.01.1993,10.0,Lille,Aktieselskab,16742236,1.25,2728000.0,DKK,2023.0,1,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GENPACK A/S,"Hirsemarken 6-8, 3520 Farum",Furesø,14.12.1990,11.0,Lille,Aktieselskab,15046244,1.5,6468000.0,DKK,2023.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Rodexit ApS,"Mosevej 10, 2840 Holte",Rudersdal,12.06.2017,1.0,Mikro,Anpartsselskab,38787608,275.0,607000.0,DKK,2024.0,0,0,22,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RÖCHLING INDUSTRIAL ALLINGAABRO A/S,"Tøjstrupvej 31, 8961 Allingåbro",Norddjurs,09.05.1996,41.0,Lille,Aktieselskab,19270335,3.8,25874000.0,DKK,2023.0,1,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PATEOF ApS,"Finsens Allé 28, 5230 Odense M",Odense,30.06.2011,Ikke oplyst,Ikke oplyst,Anpartsselskab,33785526,80.0,26000.0,DKK,2023.0,0,0,22,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FloodFrame A/S,"Moseranden 2, 2970 Hørsholm",Hørsholm,05.12.2017,Ikke oplyst,Ikke oplyst,Aktieselskab,39143119,500.0,-278000.0,DKK,2024.0,0,0,22,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3L CONSUMER PRODUCTS A/S,"Vibækvej 100, 5690 Tommerup",Assens,13.04.1937,58.0,Mellemstor,Aktieselskab,45719510,5.1,21586000.0,DKK,2023.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FRIGG Production ApS,"Omega 9, 8382 Hinnerup",Favrskov,07.04.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41287357,1.0,-661000.0,DKK,2023.0,0,0,22,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SKY-LIGHT A/S,"Tømrervej 36, 6800 Varde",Varde,03.02.1971,102.0,Mellemstor,Aktieselskab,30832116,25.0,72228000.0,DKK,2023.0,0,0,22,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HEPRO RUSTFRI Staal og Plast ApS,"Borgergade 27, 8660 Skanderborg",Skanderborg,29.09.2008,1.0,Mikro,Anpartsselskab,31767008,125.0,289000.0,DKK,2023.0,0,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WinMaster ApS,"Lindevej 11, 7100 Vejle",Vejle,16.12.2016,7.0,Mikro,Anpartsselskab,38269232,50.0,7075000.0,DKK,2023.0,0,0,22,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DANREC A/S,"Vandværksvej 5, 7470 Karup J",Viborg,01.03.1992,27.0,Lille,Aktieselskab,16171700,500.0,22353000.0,DKK,2023.0,0,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNUDSEN KILEN A/S,"Industrivej 21, 3300 Frederiksværk",Halsnæs,22.12.1978,39.0,Lille,Aktieselskab,87432815,2.5,11578000.0,DKK,2023.0,0,0,22,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DAN-HILL-PLAST A/S,"Hornsyld Industrivej 37, 8783 Hornsyld",Hedensted,30.12.1996,51.0,Mellemstor,Aktieselskab,19844692,500.0,32277000.0,DKK,2023.0,1,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SCHOELLER-PLAST-ENTERPRISE A/S,"Hovedgaden 21, 4420 Regstrup",Holbæk,21.02.1966,75.0,Mellemstor,Aktieselskab,15601019,10.0,57640000.0,DKK,2023.0,1,1,22,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PRO-PLAST & HANDEL ApS,"Markskellet 23, 8920 Randers NV",Randers,27.12.2001,Ikke oplyst,Ikke oplyst,Anpartsselskab,26398789,125.0,174000.0,DKK,2023.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PLASTSNEDKERIET ApS,"Thrigesvej 12, 8600 Silkeborg",Silkeborg,11.09.2006,7.0,Mikro,Anpartsselskab,29917949,125.0,5348000.0,DKK,2024.0,0,0,22,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PAPERCONCEPT ApS,"Gadeledsvej 26, 3400 Hillerød",Hillerød,19.01.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,36495367,100.0,74000.0,DKK,2024.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
THOMSEN PLAST ApS,"Lystrupvej 7, 3540 Lynge",Allerød,26.06.1992,5.0,Mikro,Anpartsselskab,16367095,200.0,2440000.0,DKK,2024.0,1,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JO SAFETY A/S,"Skovalleen 24, 4800 Nykøbing F",Guldborgsund,27.06.2001,28.0,Lille,Aktieselskab,26172489,500.0,15340000.0,DKK,2024.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ALFAST UDSTANSNING AF TAPE ApS,"Erhvervsparken Klank 21, 8464 Galten",Skanderborg,24.05.1991,10.0,Lille,Anpartsselskab,15114630,250.0,7774000.0,DKK,2024.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"ESBELT, ApS","Agerhatten 16 B, 5220 Odense SØ",Odense,01.07.1998,13.0,Lille,Anpartsselskab,21165972,131.0,8007000.0,DKK,2024.0,0,0,22,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4MYKID ApS,"Møllehaven 12 A, 4040 Jyllinge",Roskilde,16.10.2006,Ikke oplyst,Ikke oplyst,Anpartsselskab,29784973,125.0,809000.0,DKK,2024.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lynddahl Telecom A/S,"Ørstedsvej 40, 6760 Ribe",Esbjerg,17.02.2020,61.0,Mellemstor,Aktieselskab,41175982,400.0,63748000.0,DKK,2024.0,0,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKJERN SKILTE ApS,"Vendersgade 4, 6900 Skjern",Ringkøbing-Skjern,27.02.1984,4.0,Mikro,Anpartsselskab,73532728,200.0,1688000.0,DKK,2024.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
EASY GRILL-CLEANER ApS,"Vodskov Byvej 13 A, 9310 Vodskov",Aalborg,14.03.2007,Ikke oplyst,Ikke oplyst,Anpartsselskab,30358406,125.0,0.0,DKK,2023.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PL-VALVES A/S,"Mandal Alle 25, 5500 Middelfart",Middelfart,01.04.2020,11.0,Lille,Aktieselskab,41271418,400.0,7149000.0,DKK,2024.0,0,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.HAMMER ApS,"Lars Kuhlmanns Vej 3, 3100 Hornbæk",Helsingør,24.01.2002,1.0,Mikro,Anpartsselskab,26438756,125.0,476000.0,DKK,2024.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HI-FIX A/S,"Stenagervej 5, 8752 Østbirk",Horsens,22.06.1999,15.0,Lille,Aktieselskab,21798770,600.0,1859000.0,DKK,2023.0,0,0,22,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BERLIN PACKAGING DENMARK A/S,"Bækgårdsvej 56, 4140 Borup",Køge,14.08.1980,40.0,Lille,Aktieselskab,66152812,2.25,33358000.0,DKK,2023.0,1,0,22,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DON PLAST 2003 A/S,"Industrivej 11-13, 4180 Sorø",Sorø,04.12.2003,15.0,Lille,Aktieselskab,27465390,750.0,13156000.0,DKK,2024.0,0,0,22,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FriloTech ApS,"Stæremosen 36 A, 3250 Gilleleje",Gribskov,27.05.2021,8.0,Mikro,Anpartsselskab,42427373,40.0,728000.0,DKK,2023.0,0,0,22,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LAB3d ApS,"Skibbroen 4 2, 6200 Aabenraa",Aabenraa,01.03.2019,7.0,Mikro,Anpartsselskab,40312250,50.0,1070000.0,DKK,2023.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Gibo Danmark A/S,"Ferrodanvej 14, 6900 Skjern",Ringkøbing-Skjern,09.01.2012,Ikke oplyst,Ikke oplyst,Aktieselskab,34205590,6.0,895000.0,DKK,2023.0,0,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEKNISK BELYSNINGS INDUSTRI A/S,"Krogsbækvej 19, 2610 Rødovre",Rødovre,29.12.1986,9.0,Mikro,Aktieselskab,10632048,500.0,4308000.0,DKK,2024.0,1,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SKOMØ A/S,"Julius Kajus Vej 1, 8400 Ebeltoft",Syddjurs,22.12.1987,22.0,Lille,Aktieselskab,11801978,500.0,12734000.0,DKK,2024.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B6 Nordic A/S,"Tranåsvej 33, 9300 Sæby",Frederikshavn,19.08.1980,47.0,Lille,Aktieselskab,62124814,1.0,27355000.0,DKK,2023.0,0,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INFINITYPV ApS,"Møllehaven 12 A, 4040 Jyllinge",Roskilde,30.10.2014,11.0,Lille,Anpartsselskab,36420367,50.0,6809000.0,DKK,2024.0,0,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KVÆRNO PLAST ApS,"Tingstenen 12, 2640 Hedehusene",Høje-Taastrup,24.04.1974,Ikke oplyst,Ikke oplyst,Anpartsselskab,28113315,200.0,-15000.0,DKK,2023.0,0,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H.L Pipe Transitions ApS,"Idrætsvej 31, 9681 Ranum",Vesthimmerland,18.12.2012,Ikke oplyst,Ikke oplyst,Anpartsselskab,34888809,80.0,300000.0,DKK,2023.0,0,0,22,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Zotefoams Denmark ApS,"Niels Bohrs Vej 34, 8660 Skanderborg",Skanderborg,02.11.2022,6.0,Mikro,Anpartsselskab,43626906,41.0,8111000.0,DKK,2023.0,0,0,22,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Berry Superfos Randers a/s,"Haraldsvej 25, 8960 Randers SØ",Randers,16.10.1999,289.0,Stor,Aktieselskab,43239511,52.0,193658000.0,DKK,2024.0,1,0,22,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HN GROUP A/S,"Kløvermarken 310, 7190 Billund",Billund,01.10.1992,70.0,Mellemstor,Aktieselskab,16441104,1.0,21885000.0,DKK,2024.0,1,1,22,,1.0,1.0,0.0,0.0,0.0,0.0,0.0
SCHNOOR PLAST DANMARK ApS,"Valsgaardvej 10, 9500 Hobro",Mariagerfjord,01.10.2002,37.0,Lille,Anpartsselskab,26821452,1.0,25143000.0,DKK,2023.0,1,1,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GVA Gruppen A/S,"Drøvten 44, 9440 Aabybro",Jammerbugt,30.05.2005,2.0,Mikro,Aktieselskab,28718705,500.0,-143000.0,DKK,2023.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DANPOR A/S,"Sletten 1, 8543 Hornslet",Syddjurs,30.01.2002,26.0,Lille,Aktieselskab,26451914,891.0,9049000.0,DKK,2023.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
H.L.MUFFER ApS,"Idrætsvej 31, 9681 Ranum",Vesthimmerland,19.12.2000,7.0,Mikro,Anpartsselskab,25799895,200.0,2398000.0,DKK,2023.0,0,0,22,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
LUND SKILTE A/S,"Fiskerihavnsgade 9, 6700 Esbjerg",Esbjerg,17.11.2000,10.0,Lille,Aktieselskab,25723961,510.0,3949000.0,DKK,2024.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RAACO A/S,"Platanvej 19, 4800 Nykøbing F",Guldborgsund,02.06.1956,101.0,Mellemstor,Aktieselskab,22122819,41.5,31305000.0,DKK,2023.0,1,1,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nordic Fos A/S,"A.P. Møllers Allé 55, 2791 Dragør",Tårnby,03.11.2021,9.0,Mikro,Aktieselskab,42806102,400.0,6252000.0,DKK,2023.0,0,0,22,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ON Signal Industri ApS,"Jyllandsvej 44, 5500 Middelfart",Middelfart,28.03.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40519815,75.0,-4000.0,DKK,2024.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FIBERLINE COMPOSITES A/S,"Barmstedt Alle 5, 5500 Middelfart",Middelfart,01.11.1989,136.0,Mellemstor,Aktieselskab,13639108,1.41,40196000.0,DKK,2023.0,0,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LETBEK A/S,"Hornevej 18, 6862 Tistrup",Varde,29.12.1976,70.0,Mellemstor,Aktieselskab,24257134,549.0,38475000.0,DKK,2023.0,1,0,22,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mj plast ApS,"Dalvej 1, 7620 Lemvig",Lemvig,20.04.2022,9.0,Mikro,Anpartsselskab,43208233,40.0,709000.0,DKK,2023.0,0,0,22,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Böttcher Teknisk Gummi A/S,"Norgesvej 6, 8700 Horsens",Horsens,01.09.2008,27.0,Lille,Aktieselskab,31748194,7.333,16948000.0,DKK,2023.0,0,0,22,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CONPLAST ApS,"Industrivej 1, 8981 Spentrup",Randers,23.05.2000,7.0,Mikro,Anpartsselskab,25380584,500.0,4931000.0,DKK,2023.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
XL - WATER ApS,"Søhøjen 99, 8381 Tilst",Århus,03.01.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,35633480,50.0,0.0,DKK,2024.0,0,0,22,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PRINTPACK EMBALLAGE A/S,"Odinsdalen 5, 3140 Ålsgårde",Helsingør,14.06.1985,1.0,Mikro,Aktieselskab,78882913,500.0,417000.0,DKK,2024.0,0,0,22,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FL AC ApS,"Strevelinsvej 38, 7000 Fredericia",Fredericia,04.10.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39931834,400.0,-20000.0,DKK,2023.0,0,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plastmontøren ApS,"Nyager 4, 2605 Brøndby",Brøndby,15.01.2015,2.0,Mikro,Anpartsselskab,36493496,40.0,747000.0,DKK,2024.0,0,0,22,,0.0,0.0,0.0,1.0,0.0,0.0,1.0
VisionR ApS,"Kaare Klints Vej 33, 4690 Haslev",Faxe,24.05.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39590557,40.0,20000.0,DKK,2023.0,0,0,22,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
USON PLAST A/S,"Finlandsvej 9, 5700 Svendborg",Svendborg,19.08.2003,21.0,Lille,Aktieselskab,27308163,1.5,4604000.0,DKK,2023.0,1,0,22,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Danmould Production ApS,"Gøgevænget 12, 3400 Hillerød",Hillerød,26.10.2022,2.0,Mikro,Anpartsselskab,43601687,40.0,472000.0,DKK,2023.0,0,0,22,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BEWI Insulation Danmark A/S,"Lundagervej 20, 8722 Hedensted",Hedensted,01.05.1997,53.0,Mellemstor,Aktieselskab,20047941,7.156,68127000.0,DKK,2023.0,0,0,22,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
